student	Q#	answer	G1	G2	G3
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	4	capitalism	1	1	1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	5	judicial, executive, and i forgot the third	1	1	1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	6	supreme court? they at least verify if federal laws are constitutional	0	0	0
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	7	based on the population of the state	1	1	1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	8	speaker of the house	1	1	1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	9	haha i don't know	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	10	i don't know a specific power but state's rights overrule federal rights	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	11	vote and i don't know what a second one would be	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	12	18	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	13	we learn in school that they came to escape religious prosecution, but qi says they came so they could prosecute.	1	0	1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	14	for independence	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	15	1776	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	16	civil war	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	17	fdr	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	18	mississippi	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	19	texas	-1	-1	-1
43489f4a-6a8f-4057-8e4e-1ab9587b96e5	20	13 colonies	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	1	the bill of rights	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	2	freedom of speech	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	3	declare war with great britain, and to announce our intention of independence with the international community.	0	0	0
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	4	capitalism	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	5	legsilative	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	6	legislative branch	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	7	larger populations	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	8	pro temper of the senate	0	0	0
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	9	to tax	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	10	control trade within state	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	11	vote, petition government	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	12	18	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	13	to escape religious persecution	1	1	1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	14	did not want to pay taxes for no representation	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	15	1791	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	16	war of 1812	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	17	franklin d. roosevelt	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	18	mississippi	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	19	arizona	-1	-1	-1
828e49f9-d605-4b6c-a9ed-d6041ed1c3da	20	original thirteen colonies	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	1	the bill of rights	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	2	the freedom of the press	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	3	declared that the united states was an independent country.	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	4	the stock market	0	0	0
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	5	the judicial branch.	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	6	the legislative branch	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	7	it is based off population	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	8	speaker of the house	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	9	to declare martial law	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	10	to maintain roads	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	11	vote and write to a senator or representative	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	12	18	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	13	to escape religious persecution	1	1	1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	14	to gain independence	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	15	1776	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	16	the war of 1812	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	17	roosevelt	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	18	mississippi river	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	19	texas	-1	-1	-1
80c2c126-a62d-4dc8-99f4-07c31f9a8dbb	20	the original 13 colonies	1	1	1
bd63540e-e2ed-4734-a756-a915abfa692b	1	(don't know)	0	0	0
bd63540e-e2ed-4734-a756-a915abfa692b	2	right to bear arms	0	0	0
bd63540e-e2ed-4734-a756-a915abfa692b	3	separate the us from britain	1	1	0
bd63540e-e2ed-4734-a756-a915abfa692b	4	free market	1	1	1
bd63540e-e2ed-4734-a756-a915abfa692b	5	(don't know)	0	0	0
bd63540e-e2ed-4734-a756-a915abfa692b	6	congress	1	1	1
bd63540e-e2ed-4734-a756-a915abfa692b	7	population	1	1	1
bd63540e-e2ed-4734-a756-a915abfa692b	8	(don't know)	0	0	0
bd63540e-e2ed-4734-a756-a915abfa692b	9	(don't know)	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	10	(don't know)	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	11	vote for representatives and impeach the president	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	12	18	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	13	religious prosecution	1	1	1
bd63540e-e2ed-4734-a756-a915abfa692b	14	tea tax?	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	15	1867	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	16	war of 1812	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	17	eisenhower	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	18	mississippi	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	19	new mexico	-1	-1	-1
bd63540e-e2ed-4734-a756-a915abfa692b	20	original thirteen colonies	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	1	bill of rights	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	2	freedom of speech	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	3	declared independence from britain	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	4	regulated capitalism	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	5	legislative, executive, judicial	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	6	congress	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	7	population	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	8	speaker of the house	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	9	power to mint and produce money	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	10	everything not explicitly delegated to the federal govt.  death penalty law, for example	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	11	vote, volunteer for a candidate.	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	12	18	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	13	religious freedom	1	1	1
a4b0dccd-2696-4190-9268-5b43f7a6238e	14	taxes, fewer privileges than english	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	15	1776	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	16	the civil war	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	17	fdr	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	18	mississippi, colorado	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	19	texas	-1	-1	-1
a4b0dccd-2696-4190-9268-5b43f7a6238e	20	13 original colonies	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	1	the bill of rights	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	2	right to petition the government.	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	3	declare the colonies' independence from king george iii.	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	4	regulated free market, socio-capitalist	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	5	the judicial	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	6	congress & senate	1	1	0
ad8f4267-221b-460f-8cde-eb504d3e45c4	7	due to population of the state.	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	8	speaker of the house	1	1	1
ad8f4267-221b-460f-8cde-eb504d3e45c4	9	to declare war	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	10	power to levy state taxes	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	11	voting, petitioning.	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	12	18	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	13	to explore and claim the new world	0	0	0
ad8f4267-221b-460f-8cde-eb504d3e45c4	14	"claimed to be from the ""taxation without representation"""	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	15	1789	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	16	war of 1812	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	17	hoover	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	18	mississippi	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	19	texas	-1	-1	-1
ad8f4267-221b-460f-8cde-eb504d3e45c4	20	represents the 13 original colonies of america.	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	1	bill of rights	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	2	free speech	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	3	declare and liberate to form the u.s.a. from great britain	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	4	capitalist	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	5	executive	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	6	congress	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	7	depends on the population	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	8	speaker of the house	1	1	1
fe1eca36-3c50-441e-913e-724122a762ca	9	the overrule executive	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	10	govern its own taxes	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	11	voting and running for elections	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	12	18	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	13	for land	1	0	0
fe1eca36-3c50-441e-913e-724122a762ca	14	they wanted freedom.	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	15	1886	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	16	civil war	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	17	tr	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	18	mississippi river	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	19	arizona	-1	-1	-1
fe1eca36-3c50-441e-913e-724122a762ca	20	the original 13 colonies	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	1	bill of rights	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	2	freedom of speech	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	3	declare independence from the british and establish that we were a sovereign nation	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	4	captilism	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	5	executive	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	6	the house and senate	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	7	because of population	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	8	speaker of the house?	1	1	1
9c4b21a7-721e-465a-8b24-d38e7560b95d	9	taxation	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	10	trade?	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	11	voting and contacting congressmen	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	12	18	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	13	freedom from the crappy 'vulgarity' of england, religious freedom	1	1	0
9c4b21a7-721e-465a-8b24-d38e7560b95d	14	mostly to gain control over their own lands, taxes played a big role	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	15	1776	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	16	civil war	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	17	fdr	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	18	mississippi	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	19	texas	-1	-1	-1
9c4b21a7-721e-465a-8b24-d38e7560b95d	20	to symbolize the original 13 colonies	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	1	the bill of rights	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	2	freedom of speech	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	3	declared the united states a separate, independent country from england.	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	4	capitalism	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	5	executive	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	6	the legislative branch of the government (senate and house of representatives)	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	7	representatives are awarded to states based on their population size.	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	8	the senate majority leader	0	0	0
d6f41864-76f9-4450-834f-4ebb35cd3d50	9	the right to tax citizens	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	10	the right to conduct trade	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	11	vote or run for office	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	12	18 years old	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	13	to escape religious persecution in england	1	1	1
d6f41864-76f9-4450-834f-4ebb35cd3d50	14	taxation without representative and for freedom from british rule	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	15	1775 (ratified in 1776)	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	16	the war of 1812	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	17	franklin d. roosevelt	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	18	mississippi	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	19	texas	-1	-1	-1
d6f41864-76f9-4450-834f-4ebb35cd3d50	20	for the original 13 colonies	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	1	bill of rights	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	2	freedom of speach	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	3	declared the us independence from great britain	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	4	capitalism	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	5	executive	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	6	the legislature	0	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	7	it's based on population	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	8	speaker of the house	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	9	income tax	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	10	roadways	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	11	voting and writing their senators	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	12	18	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	13	to flee religious oppression	1	1	1
d103ad63-bad1-4352-853c-87d72dcbd38d	14	because we were being taxed without representation	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	15	1776	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	16	the war of 1812	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	17	fdr	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	18	the mississippi	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	19	texas	-1	-1	-1
d103ad63-bad1-4352-853c-87d72dcbd38d	20	the original 13 colonies	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	1	bill of rights	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	2	freedom of speech	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	3	declared the usa's freedom and independence from england.	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	4	capitalism	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	5	executive	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	6	legislative branch	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	7	they have a higher population	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	8	speaker of the house	1	1	1
ea04c728-fecb-4278-993e-145c756423dd	9	economic regulation	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	10	state laws	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	11	local elections, national elections	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	12	18	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	13	taxes	0	0	0
ea04c728-fecb-4278-993e-145c756423dd	14	taxes, wouldn't let the colonists be free	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	15	1774	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	16	war of 1812	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	17	roosevelt (fdr)	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	18	mississippi-missouri (3rd longest in the world)	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	19	texas	-1	-1	-1
ea04c728-fecb-4278-993e-145c756423dd	20	the 13 original colonies	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	1	the bill of rights	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	2	freedom of speech	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	3	it declared independence from the british empire.	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	4	capitalism	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	5	legislative	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	6	congress passes them to the president, who decides to sign or veto them.	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	7	the number of representatives is distributed proportionally by state population.	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	8	the speaker of the us house.	1	1	1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	9	to declare war on foreign countries.	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	10	to regulate elections.	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	11	they can vote and they can petition their government.	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	12	18	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	13	they were promised free/cheap land.	1	0	0
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	14	they argued that they were being taxed without representation in the british government.	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	15	1789	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	16	the civil war	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	17	franklin delano roosevelt	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	18	mississippi	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	19	texas	-1	-1	-1
69a9d55d-0f31-41a5-a5b4-b5ed773a50ec	20	they represent the original 13 colonies.	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	1	the bill of rights	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	2	freedom of speech	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	3	split from england and created the new country.	1	1	0
38bdfa84-db61-48d0-a045-3c0d246f6caa	4	capitalism	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	5	executive	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	6	legislative branch	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	7	larger population	1	1	1
38bdfa84-db61-48d0-a045-3c0d246f6caa	8	secretary of state	0	0	0
38bdfa84-db61-48d0-a045-3c0d246f6caa	9	declare war	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	10	manage state parks	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	11	vote and run for office	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	12	18	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	13	they were puritanical.	1	0	0
38bdfa84-db61-48d0-a045-3c0d246f6caa	14	to gain independence and not pay tax.	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	15	1776	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	16	civil war	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	17	fdr	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	18	mississippi	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	19	arizona	-1	-1	-1
38bdfa84-db61-48d0-a045-3c0d246f6caa	20	13 original colonies	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	1	the bill of rights	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	2	right to free speech	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	3	declared independence from england and established the united states of america as it's own country	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	4	free market	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	5	judicial	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	6	congress and the house of representatives	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	7	because there are more people in some than others	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	8	secretary of state	0	0	0
aab4b352-2e89-49e1-8566-60ced2c5c175	9	power of veto	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	10	i don't know	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	11	they can vote and they can petition	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	12	`8	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	13	to escape religious persecution	1	1	1
aab4b352-2e89-49e1-8566-60ced2c5c175	14	because england was demanding tariffs and taxes, which the colonists did not want to pay	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	15	1776	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	16	civil war	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	17	franklin roosevelt	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	18	mississippi river	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	19	texas	-1	-1	-1
aab4b352-2e89-49e1-8566-60ced2c5c175	20	for each of the original colonies	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	1	bill of rights	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	2	freedom of the press	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	3	establish america's separation from great britain	1	1	0
973d0064-b857-41bc-982a-94cbff1e5a3a	4	capitalism	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	5	judicial	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	6	legislative branch	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	7	it is determined by population of the state.	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	8	secretary of the state.	0	0	0
973d0064-b857-41bc-982a-94cbff1e5a3a	9	the ability to override state laws. ( federal law is supreme)	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	10	the power to have local elections	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	11	by voting	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	12	18	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	13	to escape religious persecution.	1	1	1
973d0064-b857-41bc-982a-94cbff1e5a3a	14	"because the british were imposing "" unfair"" taxes upon them"	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	15	1796	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	16	the civil war	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	17	franklin d. roosevelt	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	18	mississippi river	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	19	california	-1	-1	-1
973d0064-b857-41bc-982a-94cbff1e5a3a	20	13 original colonies.	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	1	bill of rights	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	2	the right to bear arms	0	0	0
049c27e1-b495-4f86-88f1-ff5681426ce8	3	declared or independence from the british monarchy	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	4	capitalism	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	5	judicial	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	6	congress	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	7	due to population	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	8	speaker of the house	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	9	to make laws	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	10	to create laws/rules not made by the federal goverment	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	11	voting and running for office	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	12	18	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	13	religious freedom	1	1	1
049c27e1-b495-4f86-88f1-ff5681426ce8	14	for the ability do govern themselves	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	15	1776	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	16	civil war	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	17	fdr	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	18	mississippi	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	19	texas	-1	-1	-1
049c27e1-b495-4f86-88f1-ff5681426ce8	20	the number of the founding states/colonies	1	1	1
91efb9f8-d333-446c-9815-3a8e3b945fe0	1	the bill of rights	1	1	1
91efb9f8-d333-446c-9815-3a8e3b945fe0	2	freedom of speech	1	1	1
